Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999
133,Yainer Diaz,26,HOU,AL,113,111,108,990.0,1105,1064,38,3,3,.997,0,0,1,1,10.02,9.13,9.75,9.00,7,26,95,23,19.5,0,*2D/H,,diazya02
134,Eric Wagaman,27,MIA,NL,127,108,88,985.2,849,789,50,10,60,.988,7,8,-2,-2,7.66,7.48,5.91,7.06,,,,,,,*37HD/59,,wagamer01
135,Ty France,30,2TM,AL,124,108,100,977.2,833,756,74,3,47,.996,10,12,9,11,7.64,8.04,6.64,7.90,,,,,,,*3H/D4,GG,francty01
135,Ty France,30,MIN,AL,101,91,84,813.1,694,635,58,1,39,.999,7,11,6,9,7.67,8.03,6.79,7.89,,,,,,,3/H4,,francty01
135,Ty France,30,TOR,AL,23,17,16,164.1,139,121,16,2,8,.986,2,17,3,22,7.50,8.04,5.96,7.93,,,,,,,3H/D,,francty01
136,Jesús Sánchez,27,2TM,2LG,128,112,79,977.2,235,225,3,7,0,.970,7,8,7,9,2.10,2.27,1.78,2.23,,,,,,,*97H8/D,,sanchje02
136,Jesús Sánchez,27,MIA,NL,82,73,57,648.0,160,157,1,2,0,.988,4,7,3,6,2.19,2.26,1.93,2.22,,,,,,,9H8/D7,,sanchje02
136,Jesús Sánchez,27,HOU,AL,46,39,22,329.2,75,68,2,5,0,.933,3,11,4,15,1.91,2.28,1.52,2.25,,,,,,,79/HD,,sanchje02
137,Ramón Laureano,30,2TM,2LG,120,111,85,975.0,233,216,11,6,1,.974,-9,-11,7,9,2.10,2.27,1.89,2.24,,,,,,,*798/DH,,laurera01
137,Ramón Laureano,30,BAL,AL,72,63,48,558.0,143,131,7,5,0,.965,-1,-2,8,17,2.23,2.28,1.92,2.25,,,,,,,97/DH8,,laurera01
137,Ramón Laureano,30,SDP,NL,48,48,37,417.0,90,85,4,1,1,.989,-8,-22,-1,-3,1.92,2.26,1.85,2.22,,,,,,,78/9HD,,laurera01
138,Willi Castro,28,2TM,2LG,118,110,59,973.1,251,174,71,6,14,.976,-12,-15,-9,-11,2.27,2.81,1.60,2.85,,,,,,,4975/86H1,,castrwi01
138,Willi Castro,28,MIN,AL,86,84,40,735.1,182,129,47,6,9,.967,-14,-23,-9,-15,2.15,2.87,1.50,2.93,,,,,,,4795/618H,,castrwi01
138,Willi Castro,28,CHC,NL,32,26,19,238.0,69,45,24,0,5,1.000,3,13,0,0,2.61,2.63,1.92,2.60,,,,,,,95/48H7,,castrwi01
139,Byron Buxton,31,MIN,AL,118,118,93,973.0,288,284,2,2,0,.993,-9,-12,-5,-6,2.65,2.28,2.42,2.25,,,,,,,*8/D,ASMVP-11SS,buxtoby01
140,Alex Bregman,31,BOS,AL,113,110,105,972.1,289,74,206,9,24,.969,2,2,1,1,2.59,2.46,2.48,2.43,,,,,,,*5/HD,AS,bregmal01
141,Nick Kurtz,22,ATH,AL,112,111,103,970.2,812,762,40,10,71,.988,4,5,2,2,7.44,8.04,7.16,7.93,,,,,,,*3/DH,MVP-12ROY-1SS,kurtzni01
142,Alejandro Kirk,26,TOR,AL,118,111,96,965.1,1012,968,35,9,4,.991,3,4,9,11,9.35,9.13,8.50,9.00,4,21,69,17,19.8,2,*2H/D,AS,kirkal01
143,Mauricio Dubón,30,HOU,AL,133,104,57,960.2,356,169,181,6,34,.983,12,15,14,17,3.28,3.26,2.06,3.14,,,,,,,74658H/39,GG,dubonma01
144,Brandon Marsh,27,PHI,NL,131,104,77,952.0,244,234,6,4,1,.984,-7,-9,-7,-9,2.27,2.26,1.83,2.22,,,,,,,*87H/9,,marshbr02
145,Carlos Narváez,26,BOS,AL,112,106,93,952.0,999,932,58,9,1,.991,3,4,10,13,9.36,9.13,8.84,9.00,9,31,75,32,29.9,4,*2/HD,ROY-6,narvaca01
146,Tommy Pham,37,PIT,NL,117,106,99,949.2,214,204,6,4,0,.981,7,9,4,5,1.99,2.26,1.79,2.22,,,,,,,*7/H9D,,phamth01
147,Brett Baty,25,NYM,NL,123,106,72,946.0,371,131,232,8,40,.978,-3,-4,7,9,3.45,3.15,2.52,3.10,,,,,,,54H/D,,batybr01
148,Bo Naylor,25,CLE,AL,119,106,93,945.1,996,931,58,7,9,.993,5,6,1,1,9.42,9.13,8.31,9.00,3,27,77,27,26.0,0,*2H,,naylobo01
149,Alec Burleson,26,STL,NL,114,110,76,945.0,508,476,27,5,28,.990,-6,-7,-6,-8,4.79,4.51,4.02,4.56,,,,,,,379D/H1,SS,burleal01
150,Brayan Rocchio,24,CLE,AL,114,105,91,944.1,409,150,247,12,50,.971,-5,-6,-6,-8,3.78,3.84,3.25,3.79,,,,,,,64/H,,rocchbr01
151,Jake Mangum,29,TBR,AL,116,102,79,933.1,231,225,6,0,0,1.000,4,6,3,4,2.23,2.28,1.99,2.25,,,,,,,*789/HD,,manguja01
152,Daniel Schneemann,28,CLE,AL,124,104,58,933.1,342,167,173,2,38,.994,1,1,8,10,3.28,3.33,2.27,3.22,,,,,,,458H96/7D,,schneda04
153,Shea Langeliers,27,ATH,AL,108,104,99,928.0,938,890,40,8,3,.991,-3,-4,-10,-13,9.02,9.13,8.61,9.00,9,17,97,18,15.7,2,2D/H,,langesh01
154,Adam Frazier,33,2TM,2LG,113,103,77,914.0,354,177,174,3,40,.992,14,18,3,4,3.46,3.47,2.81,3.37,,,,,,,47H9/D5,,fraziad01
154,Adam Frazier,33,PIT,NL,68,63,53,564.1,234,110,122,2,27,.991,8,17,0,0,3.70,3.67,3.31,3.61,,,,,,,47H/9,,fraziad01
154,Adam Frazier,33,KCR,AL,45,40,24,349.2,120,67,52,1,13,.992,6,19,3,10,3.06,3.13,2.16,3.07,,,,,,,47/DH59,,fraziad01
155,Nathan Lukes,30,TOR,AL,131,101,52,909.1,229,218,9,2,4,.991,2,3,10,13,2.25,2.28,1.73,2.25,,,,,,,*978H/D,,lukesna01
156,Pedro Pagés,26,STL,NL,112,102,88,908.2,828,772,51,5,7,.994,1,2,9,12,8.15,8.92,7.28,8.74,8,35,62,24,27.9,3,*2/34,,pagespe02
157,Jacob Young,25,WSN,NL,112,105,94,901.1,282,278,4,0,0,1.000,14,18,13,17,2.82,2.26,2.52,2.22,,,,,,,*8H/D,,youngja03
158,Nolan Jones,27,CLE,AL,130,102,52,892.0,221,212,8,1,1,.995,5,7,-4,-5,2.22,2.28,1.69,2.25,,,,,,,*98H7/D,,jonesno01
159,Austin Riley,28,ATL,NL,102,102,100,888.2,232,55,166,11,13,.953,-1,-2,-2,-3,2.24,2.52,2.17,2.48,,,,,,,5,,rileyau01
160,Mickey Moniak,27,COL,NL,117,103,77,887.0,252,242,3,7,1,.972,-20,-27,-23,-31,2.49,2.26,2.09,2.22,,,,,,,*98H7D,,moniami01
161,Jonathan India,28,KCR,AL,110,103,76,886.1,378,149,216,13,42,.966,0,-1,-6,-8,3.71,3.45,3.12,3.38,,,,,,,4D75/H,,indiajo01
162,Jordan Walker,23,STL,NL,108,101,90,885.1,213,204,5,4,2,.981,-13,-18,-11,-15,2.12,2.26,1.94,2.22,,,,,,,9/HD,,walkejo02
163,Nolan Arenado,34,STL,NL,103,102,88,880.2,283,71,207,5,24,.982,2,2,6,8,2.84,2.52,2.73,2.48,,,,,,,5/DH,,arenano01
164,Isaac Collins,27,MIL,NL,118,98,81,880.0,182,174,3,5,1,.973,-10,-13,-3,-4,1.81,2.26,1.50,2.24,,,,,,,*7H/9D54,ROY-4,colliis01
165,Ketel Marte,31,ARI,NL,105,99,94,878.0,429,176,247,6,53,.986,3,3,1,1,4.34,4.11,4.07,4.05,,,,,,,4D/H,ASMVP-22SS,marteke01
166,Chandler Simpson,24,TBR,AL,105,99,86,873.0,202,196,5,1,0,.995,-9,-13,-9,-12,2.07,2.28,1.91,2.25,,,,,,,87/HD9,ROY-13,simpsch01
167,Jose Altuve,35,HOU,AL,109,105,69,870.1,272,150,117,5,22,.982,-2,-3,-18,-25,2.76,3.26,2.36,3.24,,,,,,,4D7/H,,altuvjo01
168,Jeff McNeil,33,NYM,NL,108,104,56,870.0,372,182,184,6,34,.984,-8,-11,-3,-4,3.79,3.50,2.84,3.43,,,,,,,487D/H93,,mcneije01
169,Logan O'Hoppe,25,LAA,AL,99,99,94,869.0,790,757,28,5,3,.994,-8,-11,-10,-14,8.13,9.13,7.93,9.00,5,44,64,16,20.0,1,2H/D,,ohopplo01
170,Luis Robert Jr.,27,CHW,AL,105,102,93,865.2,292,289,2,1,0,.997,7,10,0,0,3.03,2.28,2.77,2.25,,,,,,,8/DH,,roberlu01
171,Will Smith,30,LAD,NL,101,97,95,865.1,914,873,37,4,7,.996,-3,-4,-8,-11,9.46,8.94,9.01,8.79,2,48,67,25,27.2,1,2H/D,ASMVP-20,smithwi05
172,Carson Kelly,30,CHC,NL,105,98,93,864.0,802,777,23,2,6,.998,14,19,4,6,8.33,8.94,7.62,8.79,4,12,44,23,34.3,0,2/HD,,kellyca02
173,José Caballero,28,2TM,AL,119,89,50,859.0,328,148,169,11,41,.966,8,11,10,14,3.32,3.16,2.11,2.96,,,,,,,6954H7/D81,,cabaljo01
173,José Caballero,28,TBR,AL,81,66,37,625.2,239,105,127,7,30,.971,8,15,8,15,3.34,3.14,2.17,2.97,,,,,,,6594H/78D1,,cabaljo01
173,José Caballero,28,NYY,AL,38,23,13,233.1,89,43,42,4,11,.955,0,-2,2,10,3.28,3.22,1.98,2.93,,,,,,,965/H47D,,cabaljo01
174,Kyle Stowers,27,MIA,NL,107,96,66,857.0,226,219,6,1,0,.996,5,7,1,1,2.36,2.26,2.10,2.22,,,,,,,79H8/D,AS,stoweky01
175,Josh Lowe,27,TBR,AL,103,97,92,854.1,190,186,3,1,2,.995,10,13,-3,-4,1.99,2.28,1.83,2.25,,,,,,,9/HD,,lowejo01
176,Carlos Santana,39,2TM,2LG,103,96,91,849.1,765,709,54,2,59,.997,9,12,12,17,8.09,8.04,7.41,7.89,,,,,,,3D/H5,,santaca01
176,Carlos Santana,39,CLE,AL,97,92,89,821.1,745,694,49,2,57,.997,8,11,11,16,8.14,8.03,7.66,7.87,,,,,,,3D/H5,,santaca01
176,Carlos Santana,39,CHC,NL,6,4,2,28.0,20,15,5,0,2,1.000,1,43,1,43,6.43,8.23,3.33,8.08,,,,,,,/3DH,,santaca01
177,Wilyer Abreu,26,BOS,AL,104,95,85,847.1,227,215,7,5,3,.978,22,31,15,21,2.36,2.28,2.13,2.25,,,,,,,9H/D,GG,abreuwi02
178,Jared Triolo,27,PIT,NL,104,96,77,846.0,424,225,191,8,51,.981,7,9,9,13,4.43,4.01,3.62,4.28,,,,,,,6534/H1D,,triolja01
179,Jake Meyers,29,HOU,AL,104,95,91,844.0,229,227,1,1,0,.996,10,14,5,7,2.43,2.28,2.21,2.25,,,,,,,8/H,,meyerja02
180,Hunter Goodman,25,COL,NL,104,97,92,841.1,705,657,39,9,3,.987,-4,-6,-1,-1,7.45,8.94,6.69,8.79,7,34,69,14,16.9,0,2D/H,ASSS,goodmhu01
181,Nick Gonzales,26,PIT,NL,96,96,92,839.2,340,133,198,9,41,.974,-7,-10,-12,-17,3.55,4.06,3.38,4.00,,,,,,,46,,gonzani01
182,Andrés Giménez,26,TOR,AL,101,94,82,838.2,397,159,235,3,49,.992,-1,-1,9,13,4.23,3.95,3.86,3.90,,,,,,,46/H,,gimenan01
183,Ramón Urías,31,2TM,AL,106,90,85,836.1,289,79,206,4,27,.986,11,15,12,17,3.07,2.89,2.66,2.95,,,,,,,54H/3D,,uriasra01
183,Ramón Urías,31,BAL,AL,71,67,66,608.1,189,55,131,3,18,.984,8,16,7,14,2.75,2.60,2.58,2.68,,,,,,,5/H3D4,,uriasra01
183,Ramón Urías,31,HOU,AL,35,23,19,228.0,100,24,75,1,9,.990,3,14,5,26,3.91,3.64,2.83,3.51,,,,,,,45/H,,uriasra01
184,Spencer Horwitz,27,PIT,NL,102,94,81,834.2,716,659,53,4,49,.994,5,7,0,0,7.68,8.20,6.91,8.05,,,,,,,3H/4D,,horwisp01
185,Corey Seager,31,TEX,AL,97,97,81,828.0,340,119,217,4,54,.988,9,13,16,23,3.65,3.73,3.46,3.68,,,,,,,6/D,,seageco01
186,Kody Clemens,29,2TM,2LG,110,93,58,827.0,491,372,117,2,41,.996,5,8,4,6,5.32,5.69,3.70,5.39,,,,,,,34H79/18D,,clemeko01
186,Kody Clemens,29,PHI,NL,2,0,0,6.0,1,0,1,0,0,1.000,0,-20,0,0,1.50,2.85,0.50,3.15,,,,,,,/H47D,,clemeko01
186,Kody Clemens,29,MIN,AL,108,93,58,821.0,490,372,116,2,41,.996,5,8,4,6,5.35,5.71,3.75,5.43,,,,,,,3497H/18,,clemeko01
187,Royce Lewis,26,MIN,AL,99,92,85,826.0,206,68,131,7,14,.966,2,2,-2,-3,2.17,2.46,2.01,2.43,,,,,,,5/DH,,lewisro02
188,Aaron Judge,33,NYY,AL,95,95,85,822.1,203,201,1,1,0,.995,3,5,3,4,2.21,2.28,2.13,2.25,,,,,,,9D/H,ASMVP-1SS,judgeaa01
189,Wenceel Pérez,25,DET,AL,99,92,74,817.1,187,179,5,3,0,.984,-2,-3,-1,-1,2.03,2.28,1.86,2.25,,,,,,,98/H7D,,perezwe01
190,Tyrone Taylor,31,NYM,NL,111,87,73,810.0,255,245,8,2,2,.992,7,11,8,12,2.81,2.26,2.28,2.22,,,,,,,*8H/79,,tayloty01
191,Tommy Edman,30,LAD,NL,96,90,77,805.1,310,137,171,2,27,.994,5,7,-1,-1,3.44,3.50,2.96,3.41,,,,,,,485/HD,,edmanto01
192,Freddy Fermin,30,2TM,2LG,102,89,81,804.1,870,823,42,5,2,.994,10,14,13,19,9.68,9.04,8.48,8.86,6,13,42,14,25.0,3,2/HD4,,fermifr01
192,Freddy Fermin,30,KCR,AL,60,51,49,466.1,463,437,24,2,1,.996,6,15,7,18,8.90,9.12,7.68,8.92,2,8,20,6,23.1,2,2/HD4,,fermifr01
192,Freddy Fermin,30,SDP,NL,42,38,32,338.0,407,386,18,3,1,.993,4,14,6,21,10.76,8.94,9.62,8.79,4,5,22,8,26.7,1,2/H,,fermifr01
193,Max Muncy,34,LAD,NL,97,90,83,801.1,223,58,154,11,13,.951,5,8,3,4,2.38,2.52,2.19,2.48,,,,,,,5H,,muncyma01
194,Ezequiel Tovar,23,COL,NL,95,95,86,800.2,394,148,237,9,57,.977,1,2,-2,-3,4.33,3.74,4.05,3.68,,,,,,,6,,tovarez01
195,Jonah Heim,30,TEX,AL,96,91,86,800.1,797,766,28,3,4,.996,-1,-1,-7,-10,8.93,9.13,8.27,9.00,4,24,59,11,15.7,0,2DH,,heimjo01
196,Michael A. Taylor,34,CHW,AL,123,85,60,793.1,237,234,0,3,0,.987,11,17,8,12,2.65,2.28,1.90,2.25,,,,,,,*879H/D,,taylomi02
197,Jasson Domínguez,22,NYY,AL,100,94,68,793.0,185,181,2,2,0,.989,-4,-7,-7,-11,2.08,2.28,1.83,2.25,,,,,,,7HD,ROY-13,dominja01
198,Javier Sanoja,22,MIA,NL,115,81,48,785.0,269,127,139,3,24,.989,1,2,7,11,3.05,2.98,1.90,2.84,,,,,,,574H86/13D,GG,sanojja01
199,Ronald Acuña Jr.,27,ATL,NL,91,89,81,779.2,171,164,5,2,2,.988,-9,-14,-12,-18,1.95,2.26,1.86,2.22,,,,,,,9/DH,AS,acunaro01
200,Andrew Vaughn,27,2TM,2LG,95,89,74,768.0,645,602,39,4,60,.994,1,2,-4,-6,7.51,8.17,6.75,8.04,,,,,,,3D/H,,vaughan01
200,Andrew Vaughn,27,CHW,AL,31,31,26,253.2,212,199,13,0,25,1.000,-6,-26,-4,-19,7.52,8.04,6.84,7.93,,,,,,,3D/H,,vaughan01
200,Andrew Vaughn,27,MIL,NL,64,58,48,514.1,433,403,26,4,35,.991,7,16,0,0,7.51,8.23,6.70,8.09,,,,,,,3/H,,vaughan01
201,Colton Cowser,25,BAL,AL,90,86,83,766.2,212,206,4,2,1,.991,3,4,6,9,2.47,2.28,2.33,2.25,,,,,,,87/9HD,,cowseco01
202,Isaac Paredes,26,HOU,AL,89,88,80,766.2,203,50,148,5,13,.975,-7,-10,-4,-6,2.32,2.46,2.22,2.43,,,,,,,5D/H,AS,paredis01
203,Jonathan Aranda,27,TBR,AL,93,86,77,765.2,734,677,52,5,80,.993,0,-1,7,11,8.57,8.04,7.84,7.93,,,,,,,3DH,AS,arandjo01
204,Casey Schmitt,26,SFG,NL,92,85,74,761.1,395,209,176,10,44,.975,-6,-9,-5,-8,4.55,4.33,3.93,4.37,,,,,,,453/H6D,,schmica01
205,Drake Baldwin,24,ATL,NL,97,85,79,759.2,781,745,32,4,3,.995,-2,-3,-2,-3,9.21,8.94,8.01,8.79,3,20,88,14,13.7,1,2HD,ROY-1,baldwdr01
206,Trey Sweeney,25,DET,AL,112,82,67,759.2,310,120,184,6,36,.981,3,5,-5,-8,3.60,3.73,2.71,3.68,,,,,,,*6H,,sweentr01
207,Luis Urías,28,ATH,AL,96,88,69,759.1,278,105,168,5,33,.982,-5,-7,-3,-5,3.24,3.89,2.84,3.80,,,,,,,4/5H,,uriaslu01
208,Jake Burger,29,TEX,AL,91,86,78,756.2,693,609,79,5,50,.993,4,6,1,2,8.18,8.04,7.56,7.93,,,,,,,3DH,,burgeja01
209,Dane Myers,29,MIA,NL,103,82,62,752.2,226,216,7,3,1,.987,-6,-9,3,5,2.67,2.26,2.19,2.22,,,,,,,89H7/D,,myersda01
210,Taylor Walls,28,TBR,AL,98,81,78,750.2,381,132,244,5,56,.987,15,24,18,29,4.51,3.74,3.76,3.68,,,,,,,6/H45D,,wallsta01
211,Miguel Rojas,36,LAD,NL,111,79,57,746.0,291,104,183,4,32,.986,2,2,7,11,3.46,3.69,2.43,3.62,,,,,,,456H/13,,rojasmi02
212,Danny Jansen,30,2TM,2LG,93,82,73,739.1,769,733,30,6,2,.992,4,6,6,10,9.29,9.09,8.20,8.95,1,10,63,20,24.1,0,2H/D,,janseda01
212,Danny Jansen,30,TBR,AL,72,66,58,587.0,594,565,23,6,1,.990,2,4,6,12,9.02,9.13,8.17,9.00,1,9,55,18,24.7,0,2/H,,janseda01
212,Danny Jansen,30,MIL,NL,21,16,15,152.1,175,168,7,0,1,1.000,2,16,0,0,10.34,8.94,8.33,8.79,0,1,8,2,20.0,0,2/HD,,janseda01
213,Brooks Baldwin,24,CHW,AL,101,84,58,737.2,207,150,49,8,11,.961,-11,-17,-12,-20,2.43,2.50,1.75,2.55,,,,,,,7895H46,,baldwbr01
214,Noelvi Marté,23,CIN,NL,89,83,71,732.2,176,122,49,5,5,.972,-7,-11,0,0,2.10,2.36,1.86,2.33,,,,,,,95/H8D,,marteno01
215,Jose Trevino,32,CIN,NL,91,84,71,725.2,785,751,30,4,2,.995,-3,-5,-1,-2,9.69,8.92,8.49,8.63,3,28,62,19,23.5,0,2/D1H,,trevijo01
216,Michael Toglia,26,COL,NL,86,82,82,723.0,768,717,48,3,80,.996,-8,-14,-3,-5,9.52,8.23,8.90,8.09,,,,,,,3/DH,,toglimi01
217,Santiago Espinal,30,CIN,NL,110,75,62,717.1,208,83,122,3,5,.986,1,2,-2,-3,2.57,2.91,1.80,2.88,,,,,,,54H7/93D6,,espinsa01
218,JJ Bleday,27,ATH,AL,87,78,72,714.2,213,206,3,4,1,.981,3,5,-10,-17,2.63,2.28,2.40,2.25,,,,,,,89H7/D,,bledajj01
219,Dylan Crews,23,WSN,NL,83,81,76,713.0,197,186,4,7,1,.964,5,9,2,3,2.40,2.26,2.29,2.22,,,,,,,98/D,,crewsdy01
220,Ryan O'Hearn,31,2TM,2LG,89,82,57,706.1,527,483,39,5,33,.991,-1,-1,0,0,6.65,6.75,5.33,6.64,,,,,,,3D9H/7,AS,ohearry01
220,Ryan O'Hearn,31,BAL,AL,60,55,37,473.1,343,308,32,3,21,.991,1,2,0,0,6.46,6.29,5.00,6.26,,,,,,,3D9/H7,,ohearry01
220,Ryan O'Hearn,31,SDP,NL,29,27,20,233.0,184,175,7,2,12,.989,-2,-8,0,0,7.03,7.69,6.07,7.50,,,,,,,3D/H9,,ohearry01
221,Ben Williamson,24,SEA,AL,85,79,67,703.0,202,62,137,3,9,.985,4,7,8,14,2.55,2.46,2.34,2.43,,,,,,,5/H,,willibe03
222,Jurickson Profar,32,ATL,NL,79,79,78,701.0,165,164,0,1,0,.994,-2,-4,-9,-15,2.11,2.26,2.08,2.22,,,,,,,7/D,,profaju01
223,Jose Iglesias,35,SDP,NL,92,76,65,700.1,282,105,172,5,35,.982,-6,-10,-10,-17,3.56,3.60,2.86,3.52,,,,,,,465HD/7,,iglesjo01
224,Myles Straw,30,TOR,AL,133,67,50,700.1,188,181,6,1,2,.995,5,9,18,31,2.40,2.28,1.40,2.26,,,,,,,*87H9/4,,strawmy01
225,Ryan Jeffers,28,MIN,AL,88,80,73,699.2,715,678,32,5,3,.993,-5,-9,-10,-17,9.13,9.13,8.07,9.00,4,27,57,13,18.6,1,2D/H,,jeffery01
226,Connor Norby,25,MIA,NL,82,77,75,690.0,173,42,123,8,12,.954,-2,-3,-5,-9,2.15,2.52,2.01,2.48,,,,,,,5/HD,,norbyco01
227,Henry Davis,25,PIT,NL,83,74,68,681.2,712,682,27,3,4,.996,4,7,8,14,9.36,8.94,8.54,8.79,2,16,38,15,28.3,0,2/HD,,davishe01
228,Alex Call,30,2TM,NL,98,72,60,671.1,165,162,3,0,0,1.000,-1,-2,1,2,2.21,2.26,1.68,2.22,,,,,,,97H/D8,,callal02
228,Alex Call,30,WSN,NL,63,53,49,483.0,121,118,3,0,0,1.000,-4,-11,0,0,2.25,2.26,1.92,2.22,,,,,,,97H/D8,,callal02
228,Alex Call,30,LAD,NL,35,19,11,188.1,44,44,0,0,0,1.000,3,20,1,6,2.10,2.26,1.26,2.22,,,,,,,7H9/8D,,callal02
229,Rhys Hoskins,32,MIL,NL,82,78,62,670.2,578,538,35,5,48,.991,4,7,2,4,7.69,8.23,6.99,8.09,,,,,,,3/HD,,hoskirh01
230,Romy González,28,BOS,AL,89,74,50,668.1,491,363,120,8,47,.984,-1,-2,-2,-4,6.50,6.19,4.74,6.18,,,,,,,34H/D5,,gonzaro01
231,Nolan Gorman,25,STL,NL,84,76,63,666.1,267,101,159,7,24,.974,-7,-13,-4,-7,3.51,3.38,2.92,3.41,,,,,,,54D/H3,,gormano01
232,Joey Bart,28,PIT,NL,83,76,69,658.2,607,583,21,3,5,.995,-4,-7,-6,-11,8.25,8.94,7.28,8.79,5,23,58,13,18.3,0,2/HD,,bartjo01
233,Matt Wallner,27,MIN,AL,85,81,52,654.1,150,144,3,3,0,.980,-8,-14,-6,-11,2.02,2.28,1.73,2.25,,,,,,,9D/H,,wallnma01
234,Rowdy Tellez,30,2TM,AL,98,79,44,650.2,577,527,47,3,56,.995,-1,-3,-7,-13,7.94,8.02,5.86,7.86,,,,,,,3H/D1,,tellero01
234,Rowdy Tellez,30,SEA,AL,59,48,26,393.0,364,327,34,3,40,.992,-4,-13,-6,-18,8.27,8.04,6.12,7.93,,,,,,,3/HD,,tellero01
234,Rowdy Tellez,30,TEX,AL,39,31,18,257.2,213,200,13,0,16,1.000,3,13,-1,-5,7.44,7.99,5.46,7.76,,,,,,,3H/D1,,tellero01
235,Elias Díaz,34,SDP,NL,105,68,56,650.0,705,676,21,8,2,.989,1,2,0,0,9.65,8.94,6.64,8.79,2,16,38,12,24.0,0,2H,,diazel01
236,Oswald Peraza,25,2TM,AL,100,69,43,649.2,312,156,147,9,24,.971,5,9,4,7,4.20,3.73,2.68,3.61,,,,,,,5H346/1D,,perazos02
236,Oswald Peraza,25,NYY,AL,68,47,28,436.2,164,44,115,5,9,.970,2,7,5,14,3.28,2.88,2.15,2.91,,,,,,,54/H6D,,perazos02
236,Oswald Peraza,25,LAA,AL,32,22,15,213.0,148,112,32,4,15,.973,3,14,-1,-6,6.08,5.47,3.69,4.93,,,,,,,35H/61,,perazos02
237,Thomas Saggese,23,STL,NL,80,72,63,646.1,263,80,176,7,31,.973,-12,-22,-3,-6,3.56,3.69,2.98,3.58,,,,,,,465/HD,,saggeth01
238,Liam Hicks,26,MIA,NL,89,72,52,643.2,587,552,32,3,15,.995,-7,-13,0,0,8.17,8.71,6.49,8.57,3,20,51,6,10.5,1,23HD,,hicksli01
239,Riley Adams,29,WSN,NL,81,73,65,643.1,575,543,28,4,2,.993,0,0,-4,-7,7.99,8.94,7.05,8.78,3,24,47,19,28.8,0,2/H3D,,adamsri03
240,Luis Torrens,29,NYM,NL,88,72,59,643.1,695,653,37,5,5,.993,4,7,11,21,9.65,8.93,7.75,8.61,5,31,29,20,40.8,1,2H/1D3,,torrelu01
241,Sean Murphy,30,ATL,NL,76,72,61,633.0,678,644,32,2,4,.997,5,9,10,19,9.61,8.94,8.89,8.79,2,17,57,24,29.6,0,2H/D,,murphse01
242,Daylen Lile,22,WSN,NL,75,73,59,624.1,154,151,2,1,0,.994,-13,-24,-14,-27,2.21,2.26,2.04,2.22,,,,,,,97D/H,ROY-5,lileda01
243,Cole Young,21,SEA,AL,74,68,64,623.0,256,94,158,4,28,.984,-7,-13,1,2,3.64,3.99,3.41,3.94,,,,,,,4/H6D,,youngco01
244,Tyler Freeman,26,COL,NL,80,72,58,620.1,152,123,27,2,5,.987,-19,-37,-14,-27,2.18,2.59,1.79,2.59,,,,,,,9D4H/57,,freemty01
245,Brady House,22,WSN,NL,72,70,68,615.1,180,36,137,7,10,.961,-2,-4,0,0,2.53,2.52,2.40,2.48,,,,,,,5/H,,housebr01
246,Abraham Toro,28,BOS,AL,73,67,48,611.2,521,453,61,7,44,.987,1,2,-3,-6,7.56,7.10,6.05,6.82,,,,,,,35/H1,,toroab01
247,Edmundo Sosa,29,PHI,NL,84,66,48,608.0,242,102,136,4,19,.983,-1,-2,9,18,3.52,3.38,2.70,3.32,,,,,,,456H/78D,,sosaed01
248,Agustín Ramírez,23,MIA,NL,73,71,58,605.2,595,566,19,10,3,.983,-20,-40,-14,-28,8.69,8.94,8.01,8.79,19,36,83,8,8.8,0,2D/H,ROY-6,ramirag01
249,Coby Mayo,23,BAL,AL,73,69,56,605.1,527,487,37,3,50,.994,-6,-12,-2,-4,7.79,7.87,7.18,7.70,,,,,,,3/DH5,,mayoco01
250,Kyle Higashioka,35,TEX,AL,71,68,61,604.1,604,585,16,3,2,.995,-1,-2,4,8,8.95,9.13,8.46,9.00,4,17,66,15,18.5,1,2D/H,,higasky01
251,Kerry Carpenter,27,DET,AL,79,72,43,601.2,141,136,2,3,0,.979,-2,-4,0,0,2.06,2.28,1.75,2.25,,,,,,,9D7H,,carpeke01
252,Ben Rice,26,NYY,AL,82,72,37,599.2,575,545,25,5,21,.991,0,1,-5,-10,8.55,8.46,6.63,8.38,5,7,18,3,14.3,0,3D2H,,ricebe01
253,Colson Montgomery,23,CHW,AL,71,68,63,598.0,255,103,146,6,35,.976,9,17,8,16,3.75,3.53,3.46,3.47,,,,,,,65/H,ROY-5,montgco01
254,Gabriel Moreno,25,ARI,NL,75,66,65,598.0,550,521,28,1,5,.998,0,0,1,2,8.26,8.94,7.32,8.79,3,14,42,10,19.2,0,2/DH,,morenga01
255,Francisco Alvarez,23,NYM,NL,74,67,61,596.0,592,557,28,7,2,.988,-3,-6,-5,-10,8.83,8.94,7.91,8.79,7,26,41,14,25.5,3,2/HD,,alvarfr01
256,Yoán Moncada,30,LAA,AL,76,72,48,593.1,168,52,107,9,12,.946,-8,-16,-10,-20,2.41,2.46,2.09,2.43,,,,,,,5H/D,,moncayo01
